Row ID,Ship Mode,Customer ID,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
3099,Standard Class,CV-12805,Corporate,Fort Worth,Texas,76106,Central,Furniture,Bookcases,220.2656,4,0.32,-42.1096
4637,First Class,AP-10915,Consumer,Los Angeles,California,90045,West,Office Supplies,Art,123.92,4,0,33.4584
4638,First Class,AP-10915,Consumer,Los Angeles,California,90045,West,Office Supplies,Art,12.39,3,0,5.6994
4639,First Class,AP-10915,Consumer,Los Angeles,California,90045,West,Office Supplies,Art,47.3,2,0,12.298
8638,Standard Class,HM-14980,Consumer,Seattle,Washington,98105,West,Furniture,Furnishings,139.58,7,0,39.0824
5455,Standard Class,MC-17605,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,8.384,1,0.2,0.7336
5456,Standard Class,MC-17605,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,6.848,2,0.2,0.7704
8087,Standard Class,JL-15130,Consumer,Wilmington,North Carolina,28403,South,Office Supplies,Appliances,28.08,3,0.2,5.265
8365,Standard Class,JL-15235,Consumer,Kissimmee,Florida,34741,South,Technology,Phones,751.984,2,0.2,84.5982
1728,Second Class,FM-14215,Corporate,Dublin,Ohio,43017,East,Furniture,Tables,1048.35,5,0.4,-69.89
7157,Standard Class,KT-16480,Consumer,Orange,New Jersey,7050,East,Office Supplies,Labels,4.91,1,0,2.4059
1491,Second Class,DL-13495,Corporate,New York City,New York,10024,East,Office Supplies,Envelopes,62.96,4,0,28.332
1662,Standard Class,QJ-19255,Corporate,Philadelphia,Pennsylvania,19143,East,Technology,Phones,677.58,5,0.4,-158.102
1663,Standard Class,QJ-19255,Corporate,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,13.896,3,0.7,-9.264
1915,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,33437,South,Office Supplies,Labels,4.608,2,0.2,1.6704
1916,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,33437,South,Office Supplies,Art,15.528,3,0.2,4.8525
1917,Standard Class,AS-10630,Home Office,Boynton Beach,Florida,33437,South,Office Supplies,Labels,11.952,3,0.2,3.8844
2779,Standard Class,SS-20140,Corporate,Pompano Beach,Florida,33068,South,Furniture,Furnishings,23.68,8,0.2,6.216
2780,Standard Class,SS-20140,Corporate,Pompano Beach,Florida,33068,South,Technology,Accessories,2.376,3,0.2,0.7425
3410,Standard Class,JF-15490,Consumer,Columbus,Ohio,43229,East,Office Supplies,Paper,10.368,2,0.2,3.6288
4551,First Class,NM-18520,Consumer,Manchester,Connecticut,6040,East,Office Supplies,Labels,5.76,2,0,2.8224
4758,Standard Class,TC-21475,Home Office,Danville,Illinois,61832,Central,Office Supplies,Binders,43.372,7,0.8,-69.3952
5289,Standard Class,AD-10180,Home Office,San Francisco,California,94122,West,Office Supplies,Paper,163.96,4,0,80.3404
5314,Standard Class,DJ-13510,Corporate,San Francisco,California,94110,West,Furniture,Furnishings,64.96,2,0,21.4368
5315,Standard Class,DJ-13510,Corporate,San Francisco,California,94110,West,Office Supplies,Envelopes,30.56,4,0,14.9744
5526,Standard Class,EA-14035,Corporate,Los Angeles,California,90008,West,Office Supplies,Art,9.78,2,0,4.0098
7183,Standard Class,NZ-18565,Home Office,Los Angeles,California,90032,West,Office Supplies,Binders,23.24,5,0.2,7.553
8564,Standard Class,MH-18115,Home Office,Sanford,Florida,32771,South,Office Supplies,Binders,4.842,3,0.7,-3.5508
8565,Standard Class,MH-18115,Home Office,Sanford,Florida,32771,South,Furniture,Furnishings,220.704,6,0.2,-8.2764
3896,Standard Class,SJ-20125,Home Office,Texarkana,Arkansas,71854,South,Technology,Accessories,48.9,5,0,18.093
8235,Standard Class,CJ-12010,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Supplies,3.328,2,0.2,0.416
8236,Standard Class,CJ-12010,Consumer,Jacksonville,Florida,32216,South,Furniture,Tables,933.262,4,0.45,-458.1468
8237,Standard Class,CJ-12010,Consumer,Jacksonville,Florida,32216,South,Furniture,Chairs,2803.92,5,0.2,0
9335,First Class,AG-10900,Consumer,Coral Springs,Florida,33065,South,Furniture,Bookcases,314.352,3,0.2,-15.7176
9336,First Class,AG-10900,Consumer,Coral Springs,Florida,33065,South,Office Supplies,Labels,4.608,2,0.2,1.4976
2518,Standard Class,DW-13585,Corporate,Westfield,New Jersey,7090,East,Furniture,Furnishings,129.93,3,0,12.993
6913,Second Class,EM-13825,Corporate,Los Angeles,California,90049,West,Technology,Accessories,159.56,4,0,59.0372
7393,Standard Class,DD-13570,Consumer,Los Angeles,California,90049,West,Office Supplies,Paper,15.7,5,0,7.065
7394,Standard Class,DD-13570,Consumer,Los Angeles,California,90049,West,Office Supplies,Art,59.52,3,0,15.4752
7395,Standard Class,DD-13570,Consumer,Los Angeles,California,90049,West,Office Supplies,Paper,34.4,5,0,15.824
3632,Second Class,DB-12970,Corporate,Los Angeles,California,90004,West,Office Supplies,Storage,69.52,2,0,19.4656
3633,Second Class,DB-12970,Corporate,Los Angeles,California,90004,West,Office Supplies,Storage,763.44,8,0,45.8064
7609,Standard Class,MK-18160,Consumer,San Francisco,California,94122,West,Office Supplies,Paper,25.92,4,0,12.4416
7610,Standard Class,MK-18160,Consumer,San Francisco,California,94122,West,Office Supplies,Art,22.96,7,0,6.6584
8352,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,32.448,2,0.2,7.3008
8353,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,26.388,4,0.7,-17.592
8354,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,373.47,5,0.4,-112.041
8355,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,64.2,5,0.7,-44.94
8356,Standard Class,BO-11350,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,8,2,0.2,2.8
1353,Standard Class,LW-16990,Corporate,San Francisco,California,94109,West,Technology,Phones,183.96,5,0.2,20.6955
1354,Standard Class,LW-16990,Corporate,San Francisco,California,94109,West,Office Supplies,Paper,17.61,3,0,8.4528
1355,Standard Class,LW-16990,Corporate,San Francisco,California,94109,West,Furniture,Tables,300.904,1,0.2,11.2839
2467,Standard Class,MK-18160,Consumer,Newport News,Virginia,23602,South,Office Supplies,Paper,9.11,1,0,4.0995
2468,Standard Class,MK-18160,Consumer,Newport News,Virginia,23602,South,Office Supplies,Storage,571.44,4,0,165.7176
2469,Standard Class,MK-18160,Consumer,Newport News,Virginia,23602,South,Office Supplies,Paper,32.4,5,0,15.552
2470,Standard Class,MK-18160,Consumer,Newport News,Virginia,23602,South,Office Supplies,Storage,16.91,1,0,4.5657
2958,Standard Class,SH-20395,Consumer,Springfield,Ohio,45503,East,Office Supplies,Binders,2.313,1,0.7,-1.9275
7178,Standard Class,MY-18295,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,2.202,2,0.7,-1.5414
7179,Standard Class,MY-18295,Corporate,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,9.396,3,0.7,-7.5168
9994,Second Class,CC-12220,Consumer,Westminster,California,92683,West,Office Supplies,Appliances,243.16,2,0,72.948
5192,Standard Class,DK-12985,Consumer,San Francisco,California,94122,West,Office Supplies,Envelopes,23.16,2,0,11.58
5286,First Class,LH-17020,Consumer,Louisville,Colorado,80027,West,Office Supplies,Envelopes,21.24,9,0.2,7.434
5287,First Class,LH-17020,Consumer,Louisville,Colorado,80027,West,Office Supplies,Binders,9.552,8,0.7,-7.3232
5288,First Class,LH-17020,Consumer,Louisville,Colorado,80027,West,Furniture,Bookcases,89.991,3,0.7,-152.9847
6264,Standard Class,YS-21880,Corporate,Columbus,Georgia,31907,South,Office Supplies,Binders,34.5,3,0,15.525
6305,Same Day,AI-10855,Consumer,New York City,New York,10035,East,Office Supplies,Paper,6.68,1,0,3.2064
1971,Standard Class,ML-17755,Home Office,Chicago,Illinois,60623,Central,Office Supplies,Art,6.408,3,0.2,0.6408
1972,Standard Class,ML-17755,Home Office,Chicago,Illinois,60623,Central,Technology,Accessories,408.744,7,0.2,76.6395
2781,First Class,TC-21295,Consumer,New York City,New York,10035,East,Office Supplies,Labels,59.2,4,0,29.6
4127,First Class,GZ-14470,Consumer,Arlington,Virginia,22204,South,Office Supplies,Art,54.66,6,0,18.0378
4669,Standard Class,DB-13555,Corporate,Fort Worth,Texas,76106,Central,Office Supplies,Binders,11.06,10,0.8,-18.802
4670,Standard Class,DB-13555,Corporate,Fort Worth,Texas,76106,Central,Furniture,Bookcases,623.4648,7,0.32,-119.1918
4671,Standard Class,DB-13555,Corporate,Fort Worth,Texas,76106,Central,Office Supplies,Storage,772.68,5,0.2,-57.951
6635,Same Day,MB-18085,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Binders,68.541,11,0.7,-52.5481
6636,Same Day,MB-18085,Consumer,Charlotte,North Carolina,28205,South,Technology,Phones,627.168,4,0.2,70.5564
6637,Same Day,MB-18085,Consumer,Charlotte,North Carolina,28205,South,Office Supplies,Labels,122.12,5,0.2,39.689
7676,Second Class,TS-21655,Consumer,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,152.94,3,0,41.2938
8442,Standard Class,DB-13615,Consumer,Tucson,Arizona,85705,West,Office Supplies,Paper,84.416,4,0.2,27.4352
9923,Standard Class,JF-15490,Consumer,Chicago,Illinois,60653,Central,Technology,Accessories,191.968,4,0.2,28.7952
3828,Standard Class,RW-19540,Corporate,Detroit,Michigan,48234,Central,Furniture,Chairs,1458.65,5,0,423.0085
3829,Standard Class,RW-19540,Corporate,Detroit,Michigan,48234,Central,Furniture,Chairs,26.64,1,0,7.4592
3830,Standard Class,RW-19540,Corporate,Detroit,Michigan,48234,Central,Furniture,Chairs,476.8,2,0,119.2
3831,Standard Class,RW-19540,Corporate,Detroit,Michigan,48234,Central,Office Supplies,Appliances,87.444,2,0.1,18.4604
5001,Standard Class,AB-10060,Home Office,Los Angeles,California,90004,West,Technology,Accessories,79.99,1,0,28.7964
9374,Standard Class,CS-11950,Consumer,Pasadena,California,91104,West,Technology,Phones,419.944,7,0.2,52.493
1596,Standard Class,MD-17350,Consumer,Columbus,Ohio,43229,East,Furniture,Chairs,47.992,2,0.3,-2.0568
3274,Standard Class,PS-19045,Home Office,Los Angeles,California,90032,West,Technology,Copiers,3359.952,6,0.2,1049.985
4471,Standard Class,DJ-13510,Corporate,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,128.058,3,0.3,-23.7822
9520,Second Class,MM-18055,Consumer,San Francisco,California,94110,West,Office Supplies,Appliances,81.08,4,0,22.7024
9601,Second Class,EB-13705,Corporate,Mansfield,Texas,76063,Central,Office Supplies,Paper,41.472,8,0.2,14.5152
8281,First Class,MC-17605,Corporate,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,65.232,3,0.2,22.0158
8282,First Class,MC-17605,Corporate,Jacksonville,North Carolina,28540,South,Furniture,Chairs,207,3,0.2,25.875
8417,First Class,LB-16795,Home Office,Seattle,Washington,98105,West,Office Supplies,Binders,147.92,5,0.2,46.225
8418,First Class,LB-16795,Home Office,Seattle,Washington,98105,West,Office Supplies,Storage,104.28,3,0,26.07
8419,First Class,LB-16795,Home Office,Seattle,Washington,98105,West,Furniture,Tables,286.85,1,0,63.107
8420,First Class,LB-16795,Home Office,Seattle,Washington,98105,West,Office Supplies,Storage,66.96,4,0,2.6784
8421,First Class,LB-16795,Home Office,Seattle,Washington,98105,West,Technology,Accessories,199.98,2,0,87.9912
4122,Same Day,LP-17080,Consumer,Seattle,Washington,98103,West,Office Supplies,Paper,37.44,6,0,16.848
4123,Same Day,LP-17080,Consumer,Seattle,Washington,98103,West,Office Supplies,Labels,37.59,3,0,17.6673
4124,Same Day,LP-17080,Consumer,Seattle,Washington,98103,West,Office Supplies,Binders,26.032,2,0.2,9.4366
4700,Standard Class,JK-16120,Home Office,Austin,Texas,78745,Central,Office Supplies,Art,5.248,2,0.2,0.5904
4701,Standard Class,JK-16120,Home Office,Austin,Texas,78745,Central,Office Supplies,Storage,74.416,2,0.2,-14.8832
4702,Standard Class,JK-16120,Home Office,Austin,Texas,78745,Central,Office Supplies,Paper,6.848,2,0.2,2.14
4703,Standard Class,JK-16120,Home Office,Austin,Texas,78745,Central,Furniture,Furnishings,7.996,1,0.6,-6.9965
5012,First Class,TS-21370,Corporate,Phoenix,Arizona,85023,West,Furniture,Bookcases,209.979,7,0.7,-356.9643
7316,Second Class,ZC-21910,Consumer,New York City,New York,10024,East,Office Supplies,Art,43.92,3,0,12.7368
1857,Second Class,AC-10420,Corporate,Houston,Texas,77041,Central,Office Supplies,Storage,127.92,5,0.2,-15.99
1858,Second Class,AC-10420,Corporate,Houston,Texas,77041,Central,Office Supplies,Binders,34.24,4,0.8,-53.072
3762,Standard Class,CK-12205,Consumer,Everett,Massachusetts,2149,East,Office Supplies,Paper,87.6,5,0,42.048
5804,Standard Class,JP-16135,Home Office,Springfield,Ohio,45503,East,Office Supplies,Art,10.272,3,0.2,1.1556
5821,Standard Class,CS-12175,Corporate,San Francisco,California,94122,West,Office Supplies,Supplies,238.62,2,0,4.7724
5822,Standard Class,CS-12175,Corporate,San Francisco,California,94122,West,Office Supplies,Appliances,7.77,1,0,2.0979
5823,Standard Class,CS-12175,Corporate,San Francisco,California,94122,West,Furniture,Tables,285.48,5,0.2,-10.7055
5824,Standard Class,CS-12175,Corporate,San Francisco,California,94122,West,Office Supplies,Binders,19.168,4,0.2,6.4692
6281,Standard Class,JH-15910,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Labels,5.904,2,0.2,1.9926
6667,Second Class,CA-12775,Consumer,Vineland,New Jersey,8360,East,Furniture,Furnishings,42.85,5,0,15.426
6668,Second Class,CA-12775,Consumer,Vineland,New Jersey,8360,East,Office Supplies,Labels,6.16,2,0,2.9568
6669,Second Class,CA-12775,Consumer,Vineland,New Jersey,8360,East,Office Supplies,Supplies,17,2,0,4.42
6670,Second Class,CA-12775,Consumer,Vineland,New Jersey,8360,East,Technology,Accessories,87.4,5,0,34.96
2431,Standard Class,RB-19795,Home Office,San Francisco,California,94110,West,Office Supplies,Labels,58.48,8,0,27.4856
2595,Standard Class,BM-11650,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,180.96,2,0,81.432
2596,Standard Class,BM-11650,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Binders,914.97,3,0,411.7365
2597,Standard Class,BM-11650,Corporate,Columbus,Indiana,47201,Central,Technology,Phones,587.97,3,0,158.7519
2598,Standard Class,BM-11650,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Storage,530.34,2,0,95.4612
2599,Standard Class,BM-11650,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Paper,14.94,3,0,7.3206
8336,Second Class,CW-11905,Home Office,Newark,Delaware,19711,East,Office Supplies,Binders,299.52,9,0,149.76
8622,Standard Class,FH-14275,Corporate,Franklin,Tennessee,37064,South,Office Supplies,Appliances,20.768,2,0.2,2.3364
9000,Standard Class,MH-18115,Home Office,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,458.43,5,0.3,-124.431
814,Same Day,PJ-19015,Consumer,Santa Ana,California,92704,West,Furniture,Furnishings,18.28,2,0,6.2152
815,Same Day,PJ-19015,Consumer,Santa Ana,California,92704,West,Technology,Accessories,1399.93,7,0,601.9699
1245,Standard Class,EJ-14155,Consumer,Gulfport,Mississippi,39503,South,Office Supplies,Envelopes,48.69,9,0,23.8581
4161,Standard Class,AH-10465,Consumer,New York City,New York,10035,East,Technology,Phones,539.97,3,0,134.9925
4162,Standard Class,AH-10465,Consumer,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0,5.8708
4649,Standard Class,KB-16585,Corporate,Seattle,Washington,98103,West,Office Supplies,Paper,440.19,9,0,206.8893
4650,Standard Class,KB-16585,Corporate,Seattle,Washington,98103,West,Office Supplies,Supplies,64.4,5,0,1.932
6408,First Class,GT-14710,Consumer,Houston,Texas,77041,Central,Furniture,Chairs,899.43,5,0.3,-12.849
6409,First Class,GT-14710,Consumer,Houston,Texas,77041,Central,Office Supplies,Art,46.2,5,0.2,5.775
6410,First Class,GT-14710,Consumer,Houston,Texas,77041,Central,Office Supplies,Paper,47.952,3,0.2,16.1838
6411,First Class,GT-14710,Consumer,Houston,Texas,77041,Central,Technology,Phones,7.992,1,0.2,0.6993
6412,First Class,GT-14710,Consumer,Houston,Texas,77041,Central,Office Supplies,Paper,76.864,2,0.2,26.9024
6459,First Class,AJ-10780,Corporate,Baltimore,Maryland,21215,East,Office Supplies,Art,3.76,2,0,1.0904
6460,First Class,AJ-10780,Corporate,Baltimore,Maryland,21215,East,Office Supplies,Art,14.7,5,0,6.615
6461,First Class,AJ-10780,Corporate,Baltimore,Maryland,21215,East,Office Supplies,Art,37.2,5,0,9.3
6462,First Class,AJ-10780,Corporate,Baltimore,Maryland,21215,East,Technology,Accessories,89.97,3,0,18.8937
6463,First Class,AJ-10780,Corporate,Baltimore,Maryland,21215,East,Furniture,Chairs,261.96,2,0,23.5764
6464,First Class,AJ-10780,Corporate,Baltimore,Maryland,21215,East,Office Supplies,Labels,74,5,0,37
6545,Standard Class,DP-13000,Consumer,Cleveland,Ohio,44105,East,Office Supplies,Binders,58.17,5,0.7,-46.536
6546,Standard Class,DP-13000,Consumer,Cleveland,Ohio,44105,East,Office Supplies,Labels,5.04,2,0.2,1.764
6547,Standard Class,DP-13000,Consumer,Cleveland,Ohio,44105,East,Office Supplies,Paper,24.784,1,0.2,7.745
957,Second Class,JA-15970,Consumer,Phoenix,Arizona,85023,West,Technology,Phones,29.592,1,0.2,2.5893
958,Second Class,JA-15970,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Binders,4.752,2,0.7,-3.168
959,Second Class,JA-15970,Consumer,Phoenix,Arizona,85023,West,Office Supplies,Paper,15.552,3,0.2,5.6376
2632,Standard Class,JF-15295,Consumer,Seattle,Washington,98103,West,Furniture,Furnishings,39.96,2,0,17.1828
2633,Standard Class,JF-15295,Consumer,Seattle,Washington,98103,West,Furniture,Chairs,42.624,2,0.2,4.2624
2634,Standard Class,JF-15295,Consumer,Seattle,Washington,98103,West,Furniture,Chairs,220.96,1,0.2,24.858
5510,Standard Class,JD-16015,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Paper,56.704,2,0.2,19.1376
5511,Standard Class,JD-16015,Consumer,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475
4093,First Class,JM-15865,Consumer,Akron,Ohio,44312,East,Office Supplies,Storage,221.024,2,0.2,-55.256
2844,Standard Class,BH-11710,Consumer,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,36.048,3,0.2,-0.9012
3941,Standard Class,TS-21340,Consumer,New York City,New York,10024,East,Furniture,Furnishings,14.56,2,0,6.2608
3942,Standard Class,TS-21340,Consumer,New York City,New York,10024,East,Office Supplies,Binders,3.048,1,0.2,1.0287
4187,Standard Class,SG-20890,Corporate,Mcallen,Texas,78501,Central,Office Supplies,Binders,6.874,7,0.8,-10.6547
4188,Standard Class,SG-20890,Corporate,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.996,1,0.8,-3.2934
4189,Standard Class,SG-20890,Corporate,Mcallen,Texas,78501,Central,Office Supplies,Storage,8.928,2,0.2,0.6696
4423,First Class,TB-21355,Corporate,Sandy Springs,Georgia,30328,South,Office Supplies,Appliances,17.24,2,0,4.4824
4424,First Class,TB-21355,Corporate,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,302.94,3,0,75.735
4425,First Class,TB-21355,Corporate,Sandy Springs,Georgia,30328,South,Technology,Phones,34.75,5,0,15.6375
4426,First Class,TB-21355,Corporate,Sandy Springs,Georgia,30328,South,Office Supplies,Binders,113.94,6,0,54.6912
4427,First Class,TB-21355,Corporate,Sandy Springs,Georgia,30328,South,Technology,Phones,55.98,2,0,15.6744
4715,First Class,AB-10105,Consumer,Portland,Oregon,97206,West,Technology,Phones,344.704,2,0.2,38.7792
5222,Second Class,PP-18955,Home Office,Springfield,Missouri,65807,Central,Office Supplies,Appliances,706.86,7,0,197.9208
5223,Second Class,PP-18955,Home Office,Springfield,Missouri,65807,Central,Technology,Phones,114.95,5,0,2.299
5224,Second Class,PP-18955,Home Office,Springfield,Missouri,65807,Central,Office Supplies,Binders,43.19,7,0,20.7312
8183,Standard Class,BM-11575,Corporate,Chicago,Illinois,60653,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736
8184,Standard Class,BM-11575,Corporate,Chicago,Illinois,60653,Central,Furniture,Furnishings,1.892,1,0.6,-0.9933
628,Standard Class,AT-10735,Consumer,Seattle,Washington,98115,West,Office Supplies,Appliances,97.16,2,0,28.1764
713,Standard Class,RS-19765,Corporate,Mount Vernon,New York,10550,East,Office Supplies,Appliances,281.34,6,0,109.7226
714,Standard Class,RS-19765,Corporate,Mount Vernon,New York,10550,East,Technology,Phones,307.98,2,0,89.3142
715,Standard Class,RS-19765,Corporate,Mount Vernon,New York,10550,East,Technology,Accessories,299.97,3,0,113.9886
2859,Standard Class,SC-20380,Consumer,Atlanta,Georgia,30318,South,Technology,Accessories,67.8,4,0,4.068
2860,Standard Class,SC-20380,Consumer,Atlanta,Georgia,30318,South,Technology,Phones,377.97,3,0,98.2722
2861,Standard Class,SC-20380,Consumer,Atlanta,Georgia,30318,South,Furniture,Bookcases,1628.82,9,0,374.6286
2862,Standard Class,SC-20380,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Paper,286.93,7,0,140.5957
3625,Second Class,BC-11125,Home Office,San Francisco,California,94109,West,Furniture,Chairs,681.408,12,0.2,42.588
3626,Second Class,BC-11125,Home Office,San Francisco,California,94109,West,Office Supplies,Art,3.52,2,0,1.0208
3627,Second Class,BC-11125,Home Office,San Francisco,California,94109,West,Office Supplies,Art,5.58,1,0,1.395
3628,Second Class,BC-11125,Home Office,San Francisco,California,94109,West,Technology,Accessories,36.32,1,0,10.896
5053,Same Day,JC-15775,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Paper,195.64,4,0,91.9508
5454,Standard Class,PJ-18835,Corporate,Rockford,Illinois,61107,Central,Office Supplies,Paper,38.016,6,0.2,13.7808
5939,Standard Class,JF-15295,Consumer,Plano,Texas,75023,Central,Technology,Phones,95.992,1,0.2,9.5992
5940,Standard Class,JF-15295,Consumer,Plano,Texas,75023,Central,Office Supplies,Labels,13.216,4,0.2,4.2952
6044,Second Class,AH-10075,Corporate,Knoxville,Tennessee,37918,South,Furniture,Chairs,314.352,3,0.2,-35.3646
6045,Second Class,AH-10075,Corporate,Knoxville,Tennessee,37918,South,Office Supplies,Paper,27.888,7,0.2,10.1094
6369,Standard Class,SA-20830,Consumer,San Jose,California,95123,West,Office Supplies,Binders,133.12,5,0.2,49.92
9011,Standard Class,ND-18460,Corporate,Huntsville,Alabama,35810,South,Office Supplies,Binders,26.16,4,0,12.8184
4363,Second Class,NC-18340,Consumer,Fargo,North Dakota,58103,Central,Office Supplies,Art,131.94,3,0,35.6238
4364,Second Class,NC-18340,Consumer,Fargo,North Dakota,58103,Central,Office Supplies,Art,25.92,4,0,8.2944
4365,Second Class,NC-18340,Consumer,Fargo,North Dakota,58103,Central,Office Supplies,Storage,704.76,4,0,162.0948
4366,Second Class,NC-18340,Consumer,Fargo,North Dakota,58103,Central,Office Supplies,Fasteners,7.41,3,0,3.4827
4367,Second Class,NC-18340,Consumer,Fargo,North Dakota,58103,Central,Office Supplies,Art,21.5,10,0,7.095
6068,Standard Class,CC-12430,Home Office,Lakewood,California,90712,West,Furniture,Chairs,518.272,8,0.2,-97.176
6069,Standard Class,CC-12430,Home Office,Lakewood,California,90712,West,Furniture,Furnishings,6.98,1,0,3.3504
6070,Standard Class,CC-12430,Home Office,Lakewood,California,90712,West,Technology,Machines,343.2,1,0.2,38.61
6907,Same Day,AR-10405,Corporate,Trenton,Michigan,48183,Central,Office Supplies,Binders,41.28,2,0,19.8144
9143,Standard Class,RD-19480,Consumer,Las Vegas,Nevada,89115,West,Office Supplies,Binders,8.288,2,0.2,3.0044
9144,Standard Class,RD-19480,Consumer,Las Vegas,Nevada,89115,West,Technology,Phones,1123.128,9,0.2,70.1955
9145,Standard Class,RD-19480,Consumer,Las Vegas,Nevada,89115,West,Office Supplies,Appliances,64.9,5,0,18.821
989,Standard Class,JG-15805,Corporate,Auburn,New York,13021,East,Furniture,Furnishings,520.05,5,0,72.807
990,Standard Class,JG-15805,Corporate,Auburn,New York,13021,East,Office Supplies,Art,17.97,3,0,5.2113
5540,Standard Class,LE-16810,Consumer,Chicago,Illinois,60653,Central,Furniture,Chairs,181.986,2,0.3,-54.5958
5541,Standard Class,LE-16810,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268
5542,Standard Class,LE-16810,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137
6467,Second Class,EH-13945,Consumer,Los Angeles,California,90008,West,Technology,Accessories,68.46,7,0,25.3302
7245,First Class,RL-19615,Consumer,Los Angeles,California,90049,West,Office Supplies,Art,49.56,7,0,18.8328
9247,Standard Class,VF-21715,Home Office,San Francisco,California,94109,West,Office Supplies,Art,9.84,3,0,2.8536
9248,Standard Class,VF-21715,Home Office,San Francisco,California,94109,West,Office Supplies,Art,2.78,1,0,0.7228
4510,Standard Class,VS-21820,Consumer,Los Angeles,California,90036,West,Furniture,Tables,171.288,3,0.2,-6.4233
4872,Standard Class,KL-16645,Consumer,Houston,Texas,77095,Central,Office Supplies,Fasteners,1.824,2,0.2,0.6156
4873,Standard Class,KL-16645,Consumer,Houston,Texas,77095,Central,Office Supplies,Appliances,18.32,5,0.8,-46.716
4874,Standard Class,KL-16645,Consumer,Houston,Texas,77095,Central,Office Supplies,Storage,48.816,3,0.2,-11.5938
4875,Standard Class,KL-16645,Consumer,Houston,Texas,77095,Central,Office Supplies,Binders,1.188,1,0.8,-1.9602
6671,Standard Class,MH-18115,Home Office,Columbus,Georgia,31907,South,Office Supplies,Binders,29.84,2,0,13.428
8013,Same Day,TB-21625,Consumer,New York City,New York,10009,East,Office Supplies,Binders,663.92,5,0.2,207.475
8014,Same Day,TB-21625,Consumer,New York City,New York,10009,East,Technology,Accessories,120,8,0,13.2
8015,Same Day,TB-21625,Consumer,New York City,New York,10009,East,Office Supplies,Fasteners,3.29,1,0,1.4805
8016,Same Day,TB-21625,Consumer,New York City,New York,10009,East,Furniture,Furnishings,18.84,3,0,6.0288
9128,Standard Class,JL-15505,Consumer,Houston,Texas,77070,Central,Office Supplies,Storage,50.136,3,0.2,-11.2806
7000,First Class,KC-16675,Corporate,Louisville,Kentucky,40214,South,Office Supplies,Appliances,208.44,3,0,62.532
7001,First Class,KC-16675,Corporate,Louisville,Kentucky,40214,South,Office Supplies,Supplies,25.76,2,0,0.7728
9067,Standard Class,BM-11785,Consumer,Harrisonburg,Virginia,22801,South,Technology,Accessories,23.08,2,0,6.924
9438,Standard Class,CD-11920,Consumer,Oceanside,California,92054,West,Office Supplies,Paper,12.96,2,0,6.2208
3082,Standard Class,DW-13480,Home Office,Louisville,Kentucky,40214,South,Office Supplies,Binders,58.34,2,0,28.0032
3083,Standard Class,DW-13480,Home Office,Louisville,Kentucky,40214,South,Technology,Phones,539.97,3,0,134.9925
3943,Second Class,EH-13945,Consumer,Memphis,Tennessee,38109,South,Office Supplies,Paper,25.92,5,0.2,9.072
5376,Standard Class,RP-19855,Corporate,Seattle,Washington,98103,West,Technology,Accessories,98.16,6,0,9.816
